maps_link,place,username,comment,rating,datetime,sentiment,clean_comment
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Andi Cahyanto,Masih terlihat asli...belum ada fasilitas apapun...,4 bintang,6 tahun lalu,positive,lihat aslibelum fasilitas
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Tya Riyana,Tempatnya keren,5 bintang,6 tahun lalu,positive,keren
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Wanto Rijal,Grojogan yang masih alami,5 bintang,6 tahun lalu,positive,grojogan alami
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Hellena Fransisca,"Nihil, air terjunnya kering kerontang",2 bintang,6 tahun lalu,negative,nihil terjun kering kerontang
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,fajar ricard,Keren di waktu kemarau,5 bintang,6 tahun lalu,positive,keren kemarau
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Apri Jatmiko,"Gowesan blusukan neng tuwondo water fall. Gak ada airnya kering mungkin 2 bulan lagi pas musim hujan baru terlihat keindahanya lokasi tersembunyi gak ada papan penunjuk, liat di maps lokasi akurat atau  tanya saja warga sekitar . 👍👍👍 …",4 bintang,6 tahun lalu,positive,gowesan blusukan neng tuwondo water fall kering musim hujan lihat keindahanya lokasi sembunyi papan lihat maps lokasi akurat warga
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Bang_ Dayat,Cantik sekali,4 bintang,6 tahun lalu,positive,cantik
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,One Shot,"Bagus ini curug, lokasinya berada di antara rimbunan pohon. Belum ada plang penanda arah ke sini dan masih belum begitu terkenal. Jadi silahkan bertanyalah pada warga sekitar untuk mencapai curug ini. Buat yang mencari kesunyian cocok banget ini tempat. Pohon-pohon di sekitar curug membuat tempat ini makin sejuk. Tidak terdapat kedung (cekungan kolam) jadi tidak bisa buat berenang tapi tetap oke buat main air. Tiket masuk masih gratis.",5 bintang,6 tahun lalu,positive,bagus curug lokasi rimbun pohon plang tanda arah kenal silah warga capai curug cari sunyi cocok banget pohonpohon curug sejuk kedung cekung kolam renang main tiket masuk gratis
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Yuli Purwoko,Kurang terawat,3 bintang,6 tahun lalu,neutral,awat
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Latif Adiatma Habibi,"Tempatnya sepertinya sudah tidak dikelola, jalan setapak sudah sulit dilalui, air hanya menetes padahal malam hari sebelumnya turun hujan, diluar ekspetasi lah...",1 bintang,6 tahun lalu,negative,kelola jalan setapak sulit tetes malam turun hujan ekspetasi
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Rizky Meimet,Klo kesana stelah hujan pasti dapat view yg ciamik..,5 bintang,7 tahun lalu,positive,kesana hujan view ciamik
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Maryanto Sgr,"Tempatnya bagus, mesti untuk mencapainya harus pk usaha bagi gowesser, dan pengguna motor harus jalan kaki, sayang sumber airnya hanya tadah hujan, jadi mengalir air pada saat musim hujan dan beberapa hari setelahnya",4 bintang,7 tahun lalu,positive,bagus mesti capa jahat kelamin usaha gowesser motor jalan kaki sayang sumber tadah hujan alir musim hujan
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Asty Sardjiman,"Saya di sini hari ini tetapi sangat kecewa karena tidak ada apa-apa di sini dan tidak ada orang di sini seperti yang ada di peta atau kata Google. Saya membawa serta keluarga saya dan hanya membuang-buang waktu dan tenaga, jalan menuju kesana juga terlalu sulit. Harap diperbaiki sebelum diposkan untuk atraksi umum.",1 bintang,7 tahun lalu,negative,kecewa apaapa orang peta google bawa keluarga membuangbuang tenaga jalan tuju kesana sulit harap atraksi
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Luthfi Nur Amalina,"tempatnya sepi, enak buat menenangkan diri tapi airnya kurang deres mungkin karena baru awal musim hujan.",3 bintang,7 tahun lalu,neutral,sepi enak tenang deres musim hujan
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Findria Hari Sungkowo,"Air terjun kecil, tidak bisa untuk berenang. Akses jalan dari jalan aspal terdekat masih kurang baik. Jalan tracking lumayan jauh namun setelah sampai air terjun malah kecewa. Banyak nyamuk dan kurang dikelola",1 bintang,7 tahun lalu,negative,terjun renang akses jalan jalan asli palsu jalan tracking lumayan terjun kecewa nyamuk kelola
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Konan Susanto,"Air terjun yang bagus di pinggir kota....
tidak terlalu sulit dijangkau bahkan dengan mobil...",3 bintang,7 tahun lalu,neutral,terjun bagus pinggir kota sulit jangkau mobil
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Kang Lilik Purwoko,Alamnya masih asri. Tp kalo musim penghujan aj ada airnya,5 bintang,7 tahun lalu,positive,alam asri musim hujan
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Muhammad Ammar Wibisono,"Airnya kering waktu musim kemarau,  petunjuk jalan masih kurang jelas",3 bintang,7 tahun lalu,neutral,kering musim kemarau jalan
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Annas BlackHat,"Tempat nya blom ada yg kelola, klo tidak musim hujan, air nya kering",1 bintang,7 tahun lalu,negative,blom kelola musim hujan kering
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Ida Rahmawati,Tempat nya kecil dan banyak namuk nya,2 bintang,7 tahun lalu,negative,namuk
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Aan Yulianto,"Masih semi hutan, banyak nyamuk, grojogan (air terjun) kecil, gak rekomended buat anak kecil, jalan setapak becek, ngeri juga, rawan longsor kayanya.",3 bintang,7 tahun lalu,neutral,semi hutan nyamuk grojogan terjun rekomended anak jalan setapak becek ngeri rawan longsor kayak
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Khansa Humaira Fauziah,"air terjunnya bagus,,sarana jln ga masalah sebenarnya,klo pas hujan becek..klo bisa diberi gubuk2 disekitar air terjunnya..semoga sukses dan dikelola dg baik agar pengunjung lebih banyak lagi..good job😀👍 …",5 bintang,7 tahun lalu,positive,terjun bagussarana jalan sebenarnyaklo hujan becekklo gubuk terjunnyasemoga sukses kelola unjung lagigood
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Slamet Wibowo,Memberi lapangan keerja baru di tempat sekitar,1 bintang,8 tahun lalu,negative,lapang keerja
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Yusrizal Yoga,"Mau tanya, jalannya terjal nggak ? Bisa dilewatin berbagai umur dari yg anak kecil - orang tua ngga ?",5 bintang,8 tahun lalu,positive,jalan terjal dilewatin umur anak orang
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Idho Prahara,Bagus,1 bintang,8 tahun lalu,negative,bagus
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Muhammad Fauzan,Jangan kemari pas kemarau...karena airnya ga da..jadiny tuassAd,3 bintang,8 tahun lalu,neutral,kemari kemaraukarena dajadiny tuassad
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Ridwan Amin,"Saya senang sekali disana, pemandangannya indah",5 bintang,8 tahun lalu,positive,senang pandang indah
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Sulhan Qumarudin,Mencoba mengunjungi tempat ini. Apakah air terjun nya special.,3 bintang,8 tahun lalu,neutral,coba unjung terjun special
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,Helmi Setiawan,Sayangnya airnya cm ada pas musim hujan.....lokasi jg bnyk nyamuk,3 bintang,8 tahun lalu,neutral,sayang musim hujanlokasi nyamuk
"https://www.google.com/maps/place/Grojogan+Tuwondo/@-7.8655379,110.4321692,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5151f7d8868b:0xdab6a9756fcfcf5a!8m2!3d-7.8655379!4d110.4321692!16s%2Fg%2F11b6xbjmtp?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Grojogan Tuwondo,bingkai islam,Ini sebenernya ada ga sih?,2 bintang,8 tahun lalu,negative,sebenernya
"https://www.google.com/maps/place/Setren+Opak/@-7.8411009,110.4468827,17z/data=!3m1!4b1!4m9!3m8!1s0x2e7a51332fe2e413:0x7d2027d044f90a46!5m2!4m1!1i2!8m2!3d-7.8411009!4d110.4468827!16s%2Fg%2F11gwh2c0gx?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Setren Opak,Amar Toni Prasetyo,"jujur saja saya di sana,terasa sangat nikmat,bisa liat pemandangan air dan sejuk intinya the best lah pokonamah",,1 hari lalu di Google,positive,jujur sanaterasa nikmatbisa lihat pandang sejuk inti best pokonamah
"https://www.google.com/maps/place/Setren+Opak/@-7.8411009,110.4468827,17z/data=!3m1!4b1!4m9!3m8!1s0x2e7a51332fe2e413:0x7d2027d044f90a46!5m2!4m1!1i2!8m2!3d-7.8411009!4d110.4468827!16s%2Fg%2F11gwh2c0gx?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Setren Opak,Irul Vemirulloh,Sejuk,,7 bulan lalu di Google,neutral,sejuk
"https://www.google.com/maps/place/Setren+Opak/@-7.8411009,110.4468827,17z/data=!3m1!4b1!4m9!3m8!1s0x2e7a51332fe2e413:0x7d2027d044f90a46!5m2!4m1!1i2!8m2!3d-7.8411009!4d110.4468827!16s%2Fg%2F11gwh2c0gx?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Setren Opak,Desta Sulistyo,Objek wisata budaya seperti kudalumping👍🏼👍🏼👍🏼🙏🏻🙏🏻 …,,7 bulan lalu di Google,neutral,objek wisata budaya kudalumping
"https://www.google.com/maps/place/Setren+Opak/@-7.8411009,110.4468827,17z/data=!3m1!4b1!4m9!3m8!1s0x2e7a51332fe2e413:0x7d2027d044f90a46!5m2!4m1!1i2!8m2!3d-7.8411009!4d110.4468827!16s%2Fg%2F11gwh2c0gx?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Setren Opak,Nina Antasari,semoga tetap lestari,,9 bulan lalu di Google,positive,moga lestari
"https://www.google.com/maps/place/Setren+Opak/@-7.8411009,110.4468827,17z/data=!3m1!4b1!4m9!3m8!1s0x2e7a51332fe2e413:0x7d2027d044f90a46!5m2!4m1!1i2!8m2!3d-7.8411009!4d110.4468827!16s%2Fg%2F11gwh2c0gx?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Setren Opak,Fitria Afifah,Sekarang sudah tidak digunakan sepertinya,,11 bulan lalu di Google,neutral,
"https://www.google.com/maps/place/Setren+Opak/@-7.8411009,110.4468827,17z/data=!3m1!4b1!4m9!3m8!1s0x2e7a51332fe2e413:0x7d2027d044f90a46!5m2!4m1!1i2!8m2!3d-7.8411009!4d110.4468827!16s%2Fg%2F11gwh2c0gx?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Setren Opak,Deni Iskandar,Jajanan tradisional yang lengkap dan murah,,setahun lalu di Google,negative,jajan tradisional lengkap murah
"https://www.google.com/maps/place/Setren+Opak/@-7.8411009,110.4468827,17z/data=!3m1!4b1!4m9!3m8!1s0x2e7a51332fe2e413:0x7d2027d044f90a46!5m2!4m1!1i2!8m2!3d-7.8411009!4d110.4468827!16s%2Fg%2F11gwh2c0gx?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Setren Opak,un agung,Tempat sejuk dan teduh,,setahun lalu di Google,neutral,sejuk teduh
"https://www.google.com/maps/place/Setren+Opak/@-7.8411009,110.4468827,17z/data=!3m1!4b1!4m9!3m8!1s0x2e7a51332fe2e413:0x7d2027d044f90a46!5m2!4m1!1i2!8m2!3d-7.8411009!4d110.4468827!16s%2Fg%2F11gwh2c0gx?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Setren Opak,mizuiro eno,"Mantabs,
rekomended banget untuk liburan bersama keluarga,
lokasinya mudah dituju dan suasananya sangat sejuk,",,setahun lalu di Google,positive,mantabs rekomended banget libur keluarga lokasi mudah tuju suasana sejuk
"https://www.google.com/maps/place/Setren+Opak/@-7.8411009,110.4468827,17z/data=!3m1!4b1!4m9!3m8!1s0x2e7a51332fe2e413:0x7d2027d044f90a46!5m2!4m1!1i2!8m2!3d-7.8411009!4d110.4468827!16s%2Fg%2F11gwh2c0gx?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Setren Opak,Putut Arto,"Perlu ditambah wahana n selalu dijaga kebersihannya,,,👍👍👍",,setahun lalu di Google,negative,wahana jaga bersih
"https://www.google.com/maps/place/Setren+Opak/@-7.8411009,110.4468827,17z/data=!3m1!4b1!4m9!3m8!1s0x2e7a51332fe2e413:0x7d2027d044f90a46!5m2!4m1!1i2!8m2!3d-7.8411009!4d110.4468827!16s%2Fg%2F11gwh2c0gx?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Setren Opak,Toif M,"Bagaimanapun, ini dia",,setahun lalu di Google,neutral,
"https://www.google.com/maps/place/Setren+Opak/@-7.8411009,110.4468827,17z/data=!3m1!4b1!4m9!3m8!1s0x2e7a51332fe2e413:0x7d2027d044f90a46!5m2!4m1!1i2!8m2!3d-7.8411009!4d110.4468827!16s%2Fg%2F11gwh2c0gx?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Setren Opak,Vereys bim,Jathil,,setahun lalu di Google,neutral,jathil
"https://www.google.com/maps/place/Setren+Opak/@-7.8411009,110.4468827,17z/data=!3m1!4b1!4m9!3m8!1s0x2e7a51332fe2e413:0x7d2027d044f90a46!5m2!4m1!1i2!8m2!3d-7.8411009!4d110.4468827!16s%2Fg%2F11gwh2c0gx?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Setren Opak,Budi yanto,"Tempatnya becekkk!!!!!
Kurang nyamannn",,2 tahun lalu di Google,neutral,becekk nyamann
"https://www.google.com/maps/place/Setren+Opak/@-7.8411009,110.4468827,17z/data=!3m1!4b1!4m9!3m8!1s0x2e7a51332fe2e413:0x7d2027d044f90a46!5m2!4m1!1i2!8m2!3d-7.8411009!4d110.4468827!16s%2Fg%2F11gwh2c0gx?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Setren Opak,Yoga Wahyu,"Ada kesenian Jathilan.
Jika mau datang pastikan jadwal dlu, karena jika tidka ada jathilan, sepi tidak ada kegiatan dan hiburan",,2 tahun lalu di Google,negative,seni jathilan jadwal tidka jathilan sepi giat hibur
"https://www.google.com/maps/place/Setren+Opak/@-7.8411009,110.4468827,17z/data=!3m1!4b1!4m9!3m8!1s0x2e7a51332fe2e413:0x7d2027d044f90a46!5m2!4m1!1i2!8m2!3d-7.8411009!4d110.4468827!16s%2Fg%2F11gwh2c0gx?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Setren Opak,Sugito Santosa,Tempat rekreasi yang nyaman dan sangat fantastic,,2 tahun lalu di Google,positive,rekreasi nyaman fantastic
"https://www.google.com/maps/place/Setren+Opak/@-7.8411009,110.4468827,17z/data=!3m1!4b1!4m9!3m8!1s0x2e7a51332fe2e413:0x7d2027d044f90a46!5m2!4m1!1i2!8m2!3d-7.8411009!4d110.4468827!16s%2Fg%2F11gwh2c0gx?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Setren Opak,Deni Maulana,"Enak buat neduh, adem suasana nya nyaman. Apalagi kali opak nya duhh seger banget.....",,2 tahun lalu di Google,positive,enak neduh adem suasana nyaman kali opak duhh seger banget
"https://www.google.com/maps/place/Setren+Opak/@-7.8411009,110.4468827,17z/data=!3m1!4b1!4m9!3m8!1s0x2e7a51332fe2e413:0x7d2027d044f90a46!5m2!4m1!1i2!8m2!3d-7.8411009!4d110.4468827!16s%2Fg%2F11gwh2c0gx?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",Setren Opak,R. LOURENTIUS SHELTA WIDYALUCHA,"sudah tidak beroperasi lagi,,,terakhir liat tempatnya sangat miris, kepengurusannya sudah tidak aktif seperti dulu karena pembuat gagasan ide sudah meninggal dan ketua dari kepengurusan stren opak meninggalkan tanggung jawab dan kewajiban sebagai ketua demi bekerja diluar jogja...
sangat disayangkan padahal tempat nya dulu begitu asri dan bagus..
tapi buka pas ada event kesenian jatilan doang..
baiknya diterusin lagi lah gagasan-gagasan ide dari orang yang sebelumnya sudah meninggal..padahal lahan juga sudah ada pemberitahuan pemanfaatan lahan ke bbwso,,mbok ya diteruskan atau mau diteruskan orang lain dari luar wilayah?",,2 tahun lalu di Google,negative,operasi lagiterakhir lihat miris urus aktif gagas tinggal ketua urus stren opak tinggal tanggung wajib ketua kerja jogja sayang asri bagus buka event seni jatilan doang diterusin gagasangagasan orang meninggalpadahal lahan pemberitahuan manfaat lahan bbwsombok orang wilayah
